call_prices,put_prices20.990049,0.000000
16.990247,0.000000
14.990346,0.000000
12.990445,0.000000
11.990495,0.000000
10.990544,0.000000
9.990594,0.000000
8.990643,0.000000
7.990693,0.000000
6.990742,0.000000
5.990792,0.000000
4.990841,0.000000
3.990890,0.000000
2.990940,0.000000
1.990989,0.000000
0.991047,0.000008
-0.001233,0.007678
-0.658990,0.349872
-0.263857,1.744956
-0.012425,2.996338
-0.000074,4.008640
-0.000000,5.008664
5.003284,0.000980
4.009975,0.006947
3.037438,0.033687
2.123408,0.118932
1.327829,0.322630
0.710852,0.704928
0.300030,1.293383
0.074891,2.067520
-0.018736,2.973169
-0.020039,5.969696
12.012394,0.000001
11.014644,0.000012
10.016980,0.000107
9.019794,0.000683
8.024537,0.003186
7.035151,0.011561
6.059934,0.034104
5.112837,0.084768
4.213020,0.182712
3.382192,0.349645
2.640488,0.605701
2.002403,0.965376
1.474242,1.434976
1.053708,2.012203
0.731378,2.687634
0.493236,3.447252
0.323370,4.275147
0.206197,5.155735
10.050380,0.007285
9.067804,0.020285
8.100223,0.048279
7.157470,0.101102
5.394234,0.329016
4.597672,0.528029
3.870899,0.796832
3.220010,1.141518
2.647599,1.564683
2.152920,2.065579
1.732413,2.640647
1.380418,3.284228
1.089941,3.989327
0.853349,4.748310
0.662940,5.553477
0.298546,8.175809
9.330692,0.207000
7.641313,0.497054
6.143863,0.979036
4.301452,2.105773
3.338013,3.121767
2.241039,4.993941
1.702631,6.434964
1.116751,8.818233
0.544580,13.194641
12.338306,0.159049
8.325460,1.051574
7.022094,1.710357
5.392902,3.024387
4.505404,4.099038
3.429355,5.966211
2.856009,7.355015
2.170451,9.612679
1.377908,13.725508
39.045442,0.000000
29.045937,0.000000
24.046184,0.000000
19.046431,0.000000
14.046679,0.000000
9.046927,0.000001
4.048531,0.001358
-0.784975,0.167604
-3.260547,2.691785
-1.347385,9.604699
-0.109378,15.842460
-0.001823,20.949766
-0.000007,25.951336
-0.000000,30.951095
-0.000000,35.950848
0.000000,40.950600
0.000000,45.950353
0.000000,50.950106
0.000000,60.949611
89.083427,0.000000
84.087046,0.000000
79.090665,0.000000
69.097902,0.000000
64.101521,0.000000
59.105140,0.000000
39.119780,0.000165
34.124683,0.001448
29.136064,0.009211
24.174547,0.044075
19.298501,0.164410
14.631151,0.493441
10.367462,1.226133
6.734397,2.589449
3.910121,4.761554
1.948463,7.796277
0.758874,11.603070
0.151404,15.991980
-0.088161,20.748797
-0.137368,25.695971
-0.112093,30.717626
-0.072107,35.753994
-0.040077,40.782405
-0.019986,45.798877
-0.009127,50.806117
-0.001534,60.806472
-0.000204,70.800565
-0.000022,80.793508
104.102895,0.000000
89.123860,0.000000
79.137837,0.000000
74.144825,0.000000
69.151814,0.000000
64.158803,0.000001
59.165806,0.000015
54.172910,0.000131
49.180608,0.000841
44.190953,0.004197
39.210615,0.016871
34.256907,0.056175
29.366410,0.158690
24.603041,0.388332
20.060045,0.838348
15.851250,1.622565
12.091595,2.855922
8.872883,4.630221
6.243748,6.994097
4.201026,9.944388
2.694447,13.430820
1.641209,17.370593
0.944281,21.666677
0.508689,26.224097
0.252452,30.960871
0.111527,35.812959
0.039999,40.734441
0.007400,45.694854
-0.005040,50.675426
-0.007301,60.659189
-0.003718,70.648795
-0.001423,80.637113
-0.000464,90.624095
-0.000136,100.610447
-0.000037,110.596569
-0.000009,120.582620
30.417641,1.028167
26.116672,1.712637
12.256528,7.794247
9.768255,10.291413
7.669714,13.178310
5.934653,16.428687
4.527361,20.006834
3.406713,23.871625
2.529829,27.980179
1.855007,32.290796
1.343804,36.765032
0.962268,41.368935
0.681482,46.073586
0.477559,50.855102
0.227626,60.576046
0.104551,70.423849
